"business_id","name","city","state","postal_code","latitude","longitude","average_stars","review_count","categories","WiFi","BikeParking","BusinessParking","BusinessAcceptsCreditCards","RestaurantsReservations","Caters","OutdoorSeating","RestaurantsGoodForGroups","price","Ambience","HasTV","Alcohol","GoodForMeal","RestaurantsTakeOut","NoiseLevel","RestaurantsAttire","RestaurantsDelivery","GoodForKids"
"nlZqFGhEpCa6RyKTVXLScA","Darul Kabab","Cambridge","MA","02140",42.3911288,-71.1232925,3.5,137,"Restaurants, Specialty Food, Bangladeshi, Ethnic Food, Food, Indian, Pakistani, Halal","u'no'","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True","True","True","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"FtjZTO1BUlotjgas68nfHw","Dimi's Place","Cambridge","MA","02139",42.3573341,-71.1077389,4,90,"Cafes, Mediterranean, Restaurants, Pizza","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","False","True","True","True",1,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'quiet'","'casual'","True","True"
"rtgIRY9dAt9QcEpncb_EAQ","Andy's Diner","Cambridge","MA","02140",42.3906318,-71.1221196,3.5,92,"Restaurants, Diners, Breakfast & Brunch","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","False","False","False","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}","True","u'average'","'casual'","False","True"
"D-kkOr5VQhdP-FtBFJWUjQ","Flat Top Johnny's","Cambridge","MA","02139",42.366525,-71.090659,3.5,187,"Pool Halls, Nightlife, Dive Bars, Bars, American (Traditional), Restaurants","'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True",NA,"True","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'loud'","'casual'","False","False"
"qeALWPPjIHGaXIJYi5t7uA","Riverside Pizza & Seafoods","Cambridge","MA","02139",42.362478,-71.1133095,4,76,"Restaurants, Seafood, Pubs, Sandwiches, Nightlife, Burgers, Bars, Pizza","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"ECbqZjGkhPpW258lImXZ3A","Trata","Cambridge","MA","02138",42.3713364,-71.1168248,3.5,48,"Nightlife, Food, Restaurants, American (New), American (Traditional), Bars, Pizza","u'no'",NA,NA,"True","True",NA,"False","False",2,"{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","False","False"
"a2fNkGhYu-o3NCX4k-uSBQ","Dumpling House","Cambridge","MA","02139",42.3688024,-71.1097798,3.5,618,"Chinese, Restaurants","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","True","'average'","'casual'","True","True"
"JZPPsLYmLCc9uwuolor7cQ","Temple Bar","Cambridge","MA","02138",42.3827224,-71.1199477,3.5,509,"Nightlife, American (New), Restaurants, Bars","u'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True","True","False","True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","'full_bar'","{'dessert': False, 'latenight': None, 'lunch': False, 'dinner': True, 'brunch': None, 'breakfast': False}","True","u'average'","'casual'","None","False"
"oYN2AV5oYv93Z2NevvOKmA","Park Restaurant & Bar","Cambridge","MA","02138",42.3718056,-71.1209627,4,661,"American (New), Restaurants, Event Planning & Services, Nightlife, Bars, Venues & Event Spaces","u'free'","True","{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}","True","True","False","True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","u'full_bar'","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","None","False"
"bqd2xyBGUuAieMiJEXB32w","Fava Bean Mediterranean","Cambridge","MA","02141",42.3674404,-71.0765653,4,57,"Middle Eastern, Restaurants, Mediterranean, Salad","u'free'","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"e54WzrGWxuQBlABMCfM3DQ","Mu Lan","Cambridge","MA","02139",42.3663317,-71.0943227,4,324,"Chinese, Restaurants, Taiwanese","u'no'","False","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","True","True","None","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","None","u'average'","'casual'","True","True"
"6KpdQo3HjKIucs-t4TtrmA","Kika Tapas","Cambridge","MA","02142",42.36338,-71.082933,3,195,"Spanish, Nightlife, Bars, Wine Bars, Tapas Bars, Restaurants","u'no'","True","{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}","True","True","False","True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","None","False"
"y0hnMm4EcplmZYUs_XpAvA","Saloniki Greek","Cambridge","MA","02139",42.3610511016,-71.095965,4,269,"Greek, Event Planning & Services, Sandwiches, Restaurants, Mediterranean, Food, Desserts, Caterers","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","False","u'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"5SNSoEMZpMgg0D_vfaGL5w","Boston Chowda Co","Cambridge","MA","02138",42.3726501,-71.1197329,2.5,6,"Restaurants",NA,NA,NA,NA,"False",NA,"False",NA,1,NA,NA,"u'none'",NA,"True",NA,"'casual'","False",NA
"mqDsEyybiu1yXYu3LgwbZg","Lamplighter Brewing","Cambridge","MA","02139",42.3678174,-71.0979263,4,227,"Coffee & Tea, Breakfast & Brunch, Bars, Beer Bar, Nightlife, Breweries, Food, Restaurants","'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True",2,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}","True","u'beer_and_wine'",NA,"True","u'loud'",NA,"False","False"
"UGs6J02mK_DTxDPfrJoviw","Harvard Square","Cambridge","MA","02138",42.3735756,-71.1189729,3.5,159,"Transportation, Japanese, Restaurants, Shopping, Hotels & Travel, Food, Specialty Food, Public Services & Government, Arts & Entertainment, Korean, Local Flavor, Shopping Centers, Landmarks & Historical Buildings, Nightlife, Asian Fusion, Music Venues, Cultural Center",NA,"True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"True"
"4grfItMiN_rcLUL7mmjZyQ","Cambridge Coffee Shop","Cambridge","MA","02141",42.3726289,-71.0908498,2,59,"Food, Donuts, Pizza, Diners, Breakfast & Brunch, Restaurants, Coffee & Tea","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","False",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'",NA,"True","u'quiet'","'casual'","True","True"
"aN5Z2N6bP-WI3eniwBQcTg","Curry N Wok","Cambridge","MA","02140",42.3967207,-71.1297998,4,56,"Chinese, Szechuan, Fast Food, Restaurants, Indian","u'free'","False","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'",NA,"True","u'average'","u'casual'","True","True"
"Yf1es-trm_zKungOxOkz-A","Hops Test Kitchen & Raw Bar","Cambridge","MA","02139",42.373277,-71.098366,4.5,121,"Pasta Shops, Italian, Nightlife, Bars, French, Seafood, Restaurants, Food, Modern European, Comfort Food, Gastropubs, Specialty Food","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","True","True","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}","False","u'average'","'casual'","False","False"
"e45qsj7V2Laz0LBtpZqkqw","Mother Juice","Cambridge","MA","02142",42.3644862,-71.0819672,4,115,"Gluten-Free, Organic Stores, Vegan, Juice Bars & Smoothies, Food, Restaurants, Breakfast & Brunch","'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","False",2,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}","True","u'average'","u'casual'","False","True"
"Oto6OTWhDjgpZvMEgdbcmw","5 spices house cambridge","Cambridge","MA","02139",42.3644695762,-71.102271529,3.5,63,"Restaurants, Szechuan, Chinese",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,"False","True",2,"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}","True",NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True",NA,NA,"True",NA
"1ormi492NqirB_kU_a8W-w","Glass House","Cambridge","MA","02142",42.36336989,-71.08150964,3.5,133,"Bars, American (New), Restaurants, Cocktail Bars, Nightlife","'free'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True",NA,"True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}","True","'full_bar'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","False","False"
"2sQt8Ng8sns1X6_x3aGCHA","CurryThai Restaurant","Cambridge","MA","02141",42.3719289174,-71.0858103633,3.5,107,"Thai, Restaurants","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'",NA,"True","u'quiet'","u'casual'","True","True"
"tQbYsSvTAIV6uzZfMvdI2A","Harvest of India","Cambridge","MA","02138",42.3696346,-71.1111973,3.5,308,"Indian, Restaurants, Vegan, Buffets, Pakistani","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'quiet'","u'casual'","True","True"
"G7iw9QSWBMyB05yvq-xs4Q","Fuji At Kendall","Cambridge","MA","02142",42.3652128,-71.081997,3.5,347,"Bars, Cocktail Bars, Restaurants, Nightlife, Sushi Bars, Japanese","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}","True","True","True","True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","False"
"YWSsD10TzzqE1htRG9fQKw","Olive Tree Cafe","Cambridge","MA","02139",42.3618117,-71.0972366,2,41,"Restaurants, Middle Eastern",NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False",NA,"True","False",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"u'none'",NA,"True","u'quiet'","'casual'","False","True"
"c577WXP83PAcIyDiaCtrDQ","Sebastians Cafe & Catering","Cambridge","MA","02139",42.3628645282,-71.0884952545,3,115,"Sandwiches, Restaurants","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'","'casual'","True","True"
"wb1DqBZJfe6JZMiHFg48fA","Concord Avenue Cafe","Cambridge","MA","02138",42.3836924,-71.1340941,4,24,"Restaurants, Food, Coffee & Tea, Sandwiches, Bubble Tea, Taiwanese, Sushi Bars","u'free'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","True","False","True","False","False",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'",NA,"True","u'quiet'","'casual'","False","True"
"QxYkqX7HJ8pmIQA4zv-1Nw","Cilantro","Cambridge","MA","02138",42.3708466,-71.1135184,3.5,125,"Chinese, Restaurants, Dim Sum, Szechuan","'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"ts5aB7jIh-6KBrshG0Lhxw","Pu Pu Hot Pot","Cambridge","MA","02238",42.3636264,-71.0996514,2.5,102,"Restaurants, Chinese","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","False",1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'",NA,"True","u'quiet'","'casual'","True","False"
"AY1JSNJ8y9VFMkcvj7NfyQ","Whole Heart Provisions","Cambridge","MA","02139",42.3621094599,-71.0986021266,4.5,73,"Restaurants, Vegan","u'free'",NA,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","True","True",2,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","False","u'none'","{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}","True","u'average'",NA,"True","True"
"unVW0J131L3ndGHxo8KRXQ","MexiCali Burrito Cabana","Cambridge","MA","02139",42.3633682911,-71.0820189829,3,9,"Mexican, Restaurants","'no'",NA,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True","False",NA,NA,"True",1,NA,"True",NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","u'average'",NA,"False","False"
"AmO80QLpmNLGhyv1RLw64A","Subway","Cambridge","MA","02139",42.3590855841,-71.0950242658,1.5,26,"Restaurants, Fast Food, Sandwiches",NA,"True",NA,"True","False",NA,"False","False",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'",NA,"True","u'quiet'","u'casual'","True","True"
"FPL-OV5Pk5RkMW3yrAzO3A","Anise","Cambridge","MA","02139",42.3677909,-71.0897233,3.5,25,"Chinese, Restaurants",NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True",NA,"False","True",2,NA,NA,"'full_bar'",NA,"True",NA,"'casual'","True","False"
"FHyVE2vrDXqIXeCCqfoyfQ","Takemura Japanese Restaurant","Cambridge","MA","02138",42.3720772,-71.1213765,3.5,204,"Korean, Restaurants, Japanese, Sushi Bars","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'beer_and_wine'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'quiet'","'casual'","True","True"
"Or1equYHL3Kr71L-D-QjoA","Dosa Factory","Cambridge","MA","02139",42.3650083,-71.1024014,2.5,370,"Food, Indian, Restaurants","u'no'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","True","False",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","u'average'","u'casual'","True","True"
"8BJnAAoivIaDp8U6luEqyg","Bruegger's Bagels","Cambridge","MA","02140",42.3882541856,-71.1196689984,3,76,"Breakfast & Brunch, Sandwiches, Restaurants, Food, Bagels","u'free'","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}","True","u'quiet'","u'casual'","False","True"
"yx4IYpg9MGbrVqNdZwXX_A","The Friendly Toast- Cambridge","Cambridge","MA","02139",42.3662757,-71.090575,3.5,1938,"Bars, Restaurants, Breakfast & Brunch, Fast Food, Nightlife, Diners","u'no'","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True",2,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'full_bar'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}","True","u'average'","u'casual'","True","True"
"eOheCkA6Tbjpqmme8vQGWA","Third Eye","Cambridge","MA","02140",42.3912957667,-71.1230455028,2.5,14,"Chicken Wings, Himalayan/Nepalese, Restaurants, Indian",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","True",NA,NA,"False","True",2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"u'beer_and_wine'",NA,"True","u'quiet'","u'casual'",NA,"True"
"OgQgLT3TZ5zv27U9w2zQbg","Dolphin Seafood","Cambridge","MA","02138",42.3707933,-71.1133748,3,116,"Restaurants, Seafood","u'no'",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True",2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'full_bar'",NA,"True","u'average'","'casual'","True","True"
